Department,Department_Name,Division,Gender,Base Salary,Overtime Pay,Longevity Pay,Grade
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,65179.52,9771.34,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74357.67,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,80083.15,,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,71959.04,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,96876.27,,,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,64330.33,904.72,,13
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,38480.09,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69761.06,251.55,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,67401.86,1842.91,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,54502.26,,,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,72008.53,171.36,,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,80024.21,3567.25,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,72862.26,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,70921.37,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107781.76,,,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,62124.88,,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,76133.57,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,65109,,376,13
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,103034,,6228.32,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,65109,,3919.52,13
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,106576.34,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,73928.29,228.94,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107934,,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,103034,,3068.96,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,96590.54,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107934,,3215.52,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,70843.28,1010.03,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,98829.12,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,65109,620.95,1931.2,13
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,3628.48,4933.6,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,98888.81,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,103034,,594.8,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,171540,,,M2
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,6707.7,2431.36,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,130630.88,,,M3
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,4905.14,2431.36,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107934,,2602.32,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,103034,23309.43,6228.32,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74614,,,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,3122.85,4933.6,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,70306.6,9075.82,,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,81770,242.96,2431.36,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,51517,,3114.16,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,118509,,,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,68069.67,,,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,3973.21,2431.36,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,106017.59,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,53967,,1705.51,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74614,1779.11,1120.08,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,101107.43,281.8,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74614,,2216.16,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,118509,,2355.84,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,79474.33,,,20
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,116825,,962.15,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,118509,21894.47,,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,87398.84,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,77876.51,433.73,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,99757.44,,,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86565.3,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86564.99,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,67621.21,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69670.47,,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,91892.87,7488.72,,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,40195.13,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,63705.91,149.54,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,76193.09,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74605.25,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78264.39,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,85502.62,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69761.06,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,89473.73,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,101691.55,12776.39,,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,90050.14,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,148607,,,M3
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,68341.97,,,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,92605.33,17467.57,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,92605.32,,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,118509,9004.11,1185.6,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,50675,,128.66,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,65109,,1931.2,13
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,148607,,,M3
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107934,,3215.52,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,65109,,,13
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,51517,,3114.16,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,292.42,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,82668.71,,,23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,71327.99,,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,73824.47,,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81062.4,,,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,92547.48,3856.14,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,88278.52,1205.91,,N23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,90116.35,,,N22
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,171540,,,M2
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,118509,,,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,126058.42,,,M3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,117129.92,,,N26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,78103,249.84,,N17
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,140301.53,,,M3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,149180.43,,,N32
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,118509,,,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,143583.24,,,M3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,143140.51,,,M3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113091,,1290.24,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,188679.9,,,M1
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,74614,,4497.76,16
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,113091,,2247.68,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,10445.49,6228.32,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,6228.32,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,98349,,,N22
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,89770.88,451.12,1025.28,21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,148607,,,M3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,118509,,7170.56,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,89947,571.47,,21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,65109,,,13
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,6228.32,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,100100.78,1288.49,,N23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113091,,2247.68,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,92485.46,,,21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,60684,175.06,,16
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,71684,203.8,,16
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,137684,,,M3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,74684,,,21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,118509,,,N26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,71249.4,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,106795.44,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103172.94,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,74614,374.24,,16
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,66721.82,48.12,,16
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,130167,,,N28
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,146619.39,,,M3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,83381.49,772.15,,N21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,82201.13,,,20
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,130167,,,N28
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,171540,,,M2
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,130167,,,N28
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,101230.28,,,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,130167,,,N28
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,91495.12,442.62,,N23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113091,3446.15,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,64815.04,11078.44,,13
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,74614,,,16
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,118509,,2589.2,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,130167,,,N28
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,118509,,3532.8,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,93895,,2581.6,21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,94082.36,,,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,65109,,2395.36,13
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,118509,,1641.6,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,130167,,,N28
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,110383.03,,,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,103034,4068.6,,N23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,100546.08,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,64084.54,,,18
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,4470.3,,N23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,95119.08,,,N23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,103034,,,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,118509,,,N26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,88278.86,246.05,,N21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,98658.27,,,N23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,118509,,7170.56,26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,46088,,1360.16,5
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,138980.7,,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,70000,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,67000,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,105000,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,88559.9,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,89145.28,,,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,83638.47,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,53967,3880.32,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,77500,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,61558.24,15950.08,,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,1619.28,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,89653,2175.18,2667.52,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,126988.71,4518.28,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,103034,,994.56,N23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,104356.08,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118509,17937.29,2355.84,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,113091,,,25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,113091,,2247.68,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,114498,,1940.35,MD4
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,111225.14,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,,3745.2,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81770,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,53967,6201.75,3893.59,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,63425,,783.24,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,53967,,1623.12,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118509,17880.63,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,118509,19296.81,1185.6,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,106250,,1592.84,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,51517,,1156.51,N23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,133970.88,,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81770,,4933.6,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,74614,,3361.56,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,65109,524.5,1931.2,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,146923,,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,93895,,5672,21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,74614,,775.44,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81770,,2303.25,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,66517.88,,,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,3728.8,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,171540,,,M2
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81770,,2431.36,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,228996,,4564.8,MD4
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118509,,2355.84,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,74614,8410.08,4497.76,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,103034,,,N23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,169762.14,,,M2
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81770,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,64184,4212.19,,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,74764,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,101314.05,584.51,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,72455.97,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,73168.2,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,57789,5834.75,,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,74684,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,61684,3152.58,,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,77380.74,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,104165.5,,,MD3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,84749.94,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,69116.21,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,61189,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,76262.94,2759.17,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,65449.26,1600.38,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,105685.98,3800.12,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,30368.97,,,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,86860,4020.06,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,73184,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,55960.5,3539.8,3599.74,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,70000,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,70000,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,74614,3734.42,2216.16,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,75347.95,4824.07,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,88877.58,4108.99,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,55588.62,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,97909.46,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,51699.5,,,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,105204.02,,,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,93465.34,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,83231.01,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,77991.34,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,78595.44,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,78731.78,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,75661.62,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,134748.2,,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81487.39,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,80924.72,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,60070.58,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,69639.83,200.89,,21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,78869.08,170.64,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107754.04,,,26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,78789.38,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,91599.05,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,78247.08,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,196000,,,EX1
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,102010.96,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,57065.84,,,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,109326.04,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81685.96,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,105520.63,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,27625.68,,,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,103586.99,1466.01,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81487.39,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,80926.03,8667.75,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,76960.19,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,68983.13,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,63545.72,309.95,,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,78103,,,N17
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118509,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,65109,,,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,77535.52,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,104165.5,13049.04,,MD3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,77990.75,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,101336.29,4164.98,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,108641.93,,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81316.53,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,93142.95,9898.92,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,91460.06,,,24
