Department,Department Name,Division,Gender,Base Salary,2021 Overtime Pay,2021 Longevity Pay,Grade
HHS,Department of Health and Human Services,Public Health Services Division,F,58991.58,1318.85,,15
HHS,Department of Health and Human Services,Public Health Services Division,F,106250,1311.04,6423.04,24
HHS,Department of Health and Human Services,Public Health Services Division,F,106250,1302.6,,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,68352.19,1291.66,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,77298.34,1259.9,,22
HHS,Department of Health and Human Services,School Health Services,F,106250,1245.14,,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,89685.27,1236.72,,22
HHS,Department of Health and Human Services,School Health Services,F,87749.9,1234.02,,24
HHS,Department of Health and Human Services,School Health Services,F,106250,1225.97,,24
HHS,Department of Health and Human Services,Child Welfare Services,F,72521.79,1193.46,,16
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,70398.37,1193.08,,23
HHS,Department of Health and Human Services,School Health Services,F,60903.5,1176.39,851.43,15
HHS,Department of Health and Human Services,School Health Services,F,39930.64,1175.13,,15
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,75691.02,1172.83,,18
HHS,Department of Health and Human Services,School Health Services,F,106250,1161.26,5937.75,24
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,54607,1160.19,,16
HHS,Department of Health and Human Services,Public Health Services Division,F,79559.43,1147.5,,20
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,63425,1147.41,2022.12,13
HHS,Department of Health and Human Services,School Health Services,F,49085.39,1112.18,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665,1092.92,5844.8,22
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,96674.57,1092.05,,26
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,77127.79,1085.43,,22
HHS,Department of Health and Human Services,School Health Services,F,59238.01,1083.08,,15
HHS,Department of Health and Human Services,School Health Services,F,51539.6,1040.76,,16
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,53845.55,1029.15,,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,106250,1001.03,2110.16,24
HHS,Department of Health and Human Services,School Health Services,F,94910.01,992.47,,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,83567.49,989.91,,24
HHS,Department of Health and Human Services,School Health Services,F,63813.75,969.23,447.1,16
HHS,Department of Health and Human Services,School Health Services,F,42774.6,964.94,,15
HHS,Department of Health and Human Services,Public Health Services Division,F,88599.72,958.45,,24
HHS,Department of Health and Human Services,School Health Services,F,110489.82,956.22,,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,77298.34,955.16,,22
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,79827.28,953.06,,21
HHS,Department of Health and Human Services,School Health Services,F,87749.48,949.24,,24
HHS,Department of Health and Human Services,Public Health Services Division,M,106250,931.22,6423.04,24
HHS,Department of Health and Human Services,Public Health Services Division,F,66795.64,930.84,,18
HHS,Department of Health and Human Services,Public Health Services Division,F,76307.35,921.81,,24
HHS,Department of Health and Human Services,School Health Services,F,47425.39,921.21,,15
HHS,Department of Health and Human Services,School Health Services,F,91122.7,920.01,,24
HHS,Department of Health and Human Services,School Health Services,F,41327.53,919.79,,15
HHS,Department of Health and Human Services,School Health Services,F,87749.91,917.61,,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,63370.18,913.57,,17
HHS,Department of Health and Human Services,School Health Services,F,42773.89,913.16,,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,87969,907.62,2620.8,20
HHS,Department of Health and Human Services,School Health Services,F,42262.4,896.37,,15
HHS,Department of Health and Human Services,School Health Services,M,37275.88,891,,15
HHS,Department of Health and Human Services,School Health Services,F,63813.75,884.27,1886.45,16
HHS,Department of Health and Human Services,School Health Services,F,44271.42,875.97,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,96591,873.63,,24
HHS,Department of Health and Human Services,Public Health Services Division,F,67152.38,871.41,,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,72930,869.59,2172.56,16
HHS,Department of Health and Human Services,Public Health Services Division,F,106250,868.16,3164.72,24
HHS,Department of Health and Human Services,School Health Services,F,42773.9,842.74,,15
HHS,Department of Health and Human Services,School Health Services,F,60903.5,827.26,1846.2,15
HHS,Department of Health and Human Services,School Health Services,M,37947.19,810.34,,15
HHS,Department of Health and Human Services,School Health Services,F,45821.69,803.94,,15
HHS,Department of Health and Human Services,School Health Services,F,60903.5,786.7,1276.97,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,106250,777.96,,24
HHS,Department of Health and Human Services,School Health Services,F,85603.81,771.7,,24
HHS,Department of Health and Human Services,School Health Services,F,44271.73,768.35,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,80086,765.45,2386.8,18
HHS,Department of Health and Human Services,School Health Services,M,36681.99,756.28,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,106250,754.91,,24
HHS,Department of Health and Human Services,School Health Services,F,44271.7,752.4,,15
HHS,Department of Health and Human Services,School Health Services,F,44271.69,740.67,,15
HHS,Department of Health and Human Services,Public Health Services Division,M,59885,734.27,,14
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665,728.61,5844.8,22
HHS,Department of Health and Human Services,School Health Services,F,53424.34,722.08,,15
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,128483,721.17,,28
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,52041.37,717.15,,17
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,49770.39,712.09,,24
HHS,Department of Health and Human Services,School Health Services,F,41327.42,705.49,,15
HHS,Department of Health and Human Services,School Health Services,F,93000.24,704.22,,24
HHS,Department of Health and Human Services,School Health Services,F,48767.54,703.44,,15
HHS,Department of Health and Human Services,Public Health Services Division,F,106250,701.11,,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,69722.91,693.69,,22
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,79429.76,684.88,,22
HHS,Department of Health and Human Services,School Health Services,F,89776.44,679.81,,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,70216.11,675.09,,23
HHS,Department of Health and Human Services,Public Health Services Division,M,50485.6,673.56,,16
HHS,Department of Health and Human Services,Public Health Services Division,F,103110.69,669.24,,24
HHS,Department of Health and Human Services,Child Welfare Services,F,102685.7,666.5,,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,52946.46,654.31,,13
HHS,Department of Health and Human Services,School Health Services,F,49870.91,651.02,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,88465.67,645.44,,22
HHS,Department of Health and Human Services,Public Health Services Division,F,64763.99,636.23,,14
HHS,Department of Health and Human Services,Office of Community Affairs Division,M,72930,628.05,,16
HHS,Department of Health and Human Services,School Health Services,F,100978.5,618.99,,24
HHS,Department of Health and Human Services,School Health Services,F,53424.25,616.48,,15
HHS,Department of Health and Human Services,School Health Services,F,37275.88,614.48,,15
HHS,Department of Health and Human Services,School Health Services,F,106250,612.99,,24
HHS,Department of Health and Human Services,School Health Services,F,60903.5,603.67,819.32,15
HHS,Department of Health and Human Services,School Health Services,F,57230.66,601.42,,15
HHS,Department of Health and Human Services,School Health Services,F,60903.5,585.79,1928.56,15
HHS,Department of Health and Human Services,School Health Services,F,42774.02,579.34,,15
HHS,Department of Health and Human Services,School Health Services,F,59238.01,575.24,,15
HHS,Department of Health and Human Services,School Health Services,F,79409,572.67,,24
HHS,Department of Health and Human Services,School Health Services,F,49085.31,570.7,,15
HHS,Department of Health and Human Services,School Health Services,F,47425.46,569.78,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,47236.56,567.53,,13
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,50975.02,565.86,,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,64536.85,558.51,,18
HHS,Department of Health and Human Services,School Health Services,F,45821.75,557.22,,15
HHS,Department of Health and Human Services,Public Health Services Division,M,73726.4,552.92,,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665,549.45,,22
HHS,Department of Health and Human Services,School Health Services,F,100694.91,544.64,,24
HHS,Department of Health and Human Services,Child Welfare Services,F,70216.11,540.1,,23
HHS,Department of Health and Human Services,Child Welfare Services,F,64403.84,530.58,,16
HHS,Department of Health and Human Services,Public Health Services Division,F,80086,527.48,2386.8,18
HHS,Department of Health and Human Services,School Health Services,F,41338.03,518.4,,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,116825,498.04,,26
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,72298.84,496.32,,22
HHS,Department of Health and Human Services,Public Health Services Division,F,84964.62,490.19,,20
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,M,106250,487.74,6423.04,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,80086,482.92,4842.24,18
HHS,Department of Health and Human Services,School Health Services,F,60903.5,476.89,,15
HHS,Department of Health and Human Services,School Health Services,F,55294.19,475.81,,15
HHS,Department of Health and Human Services,School Health Services,F,48767.54,468.84,,15
HHS,Department of Health and Human Services,School Health Services,F,82187.83,467.16,,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106250,466.54,3164.72,24
HHS,Department of Health and Human Services,School Health Services,F,60903.5,463.49,1839.46,15
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,63240.15,461.39,,20
HHS,Department of Health and Human Services,School Health Services,F,39930.44,448.54,,15
HHS,Department of Health and Human Services,School Health Services,F,50474.42,433.52,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,80086,433.19,,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,74518.01,419.04,,23
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,60903.5,418.81,,15
HHS,Department of Health and Human Services,School Health Services,F,55294.19,411.14,,15
HHS,Department of Health and Human Services,Public Health Services Division,F,92211,404.9,2746.64,21
HHS,Department of Health and Human Services,School Health Services,F,48767.49,401.95,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665,395.71,1339.2,22
HHS,Department of Health and Human Services,Public Health Services Division,F,72758.58,394.66,,18
HHS,Department of Health and Human Services,School Health Services,F,49870.91,391.36,,15
HHS,Department of Health and Human Services,School Health Services,F,45821.2,386.7,,15
HHS,Department of Health and Human Services,School Health Services,F,63425,376.9,1889.68,13
HHS,Department of Health and Human Services,School Health Services,F,41327.54,372.16,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71999.59,369.02,,22
HHS,Department of Health and Human Services,Public Health Services Division,M,72930,368.17,,16
HHS,Department of Health and Human Services,School Health Services,F,57234.79,365.68,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665,364.32,5844.8,22
HHS,Department of Health and Human Services,Child Welfare Services,F,58788.43,360.39,,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,65454.16,359.46,,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,87969,354.08,2620.8,20
HHS,Department of Health and Human Services,School Health Services,F,59238.01,341.78,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,69643.99,332.13,,18
HHS,Department of Health and Human Services,School Health Services,F,101028.76,327.87,,24
HHS,Department of Health and Human Services,Child Welfare Services,F,75691.02,327.52,,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,55729.6,321.54,,18
HHS,Department of Health and Human Services,Public Health Services Division,F,106250,320.35,6423.04,24
HHS,Department of Health and Human Services,Public Health Services Division,F,79319.46,312.2,,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106250,311.03,3164.72,24
HHS,Department of Health and Human Services,School Health Services,F,57230.66,310.43,,15
HHS,Department of Health and Human Services,School Health Services,F,59238.01,306.18,,15
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,60903.5,305.63,994.94,15
HHS,Department of Health and Human Services,Public Health Services Division,F,93999.78,300.55,,24
HHS,Department of Health and Human Services,School Health Services,M,45821.17,295.25,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,85442.85,289.65,,20
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,80086,288.8,,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,40043,284.51,,18
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,86717.09,281.42,,23
HHS,Department of Health and Human Services,School Health Services,F,45821.19,278.76,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,75691.02,272.93,,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,72930,262.98,,16
HHS,Department of Health and Human Services,School Health Services,F,60903.5,262.73,3116.25,15
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,M,72673.67,262.05,,23
HHS,Department of Health and Human Services,School Health Services,F,55294.19,261.58,,15
HHS,Department of Health and Human Services,School Health Services,F,42774.32,260.23,,15
HHS,Department of Health and Human Services,School Health Services,F,42773.3,259.32,,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,116825,249.02,,26
HHS,Department of Health and Human Services,School Health Services,M,45821.17,243.14,,15
HHS,Department of Health and Human Services,School Health Services,F,89776.44,242.79,,24
HHS,Department of Health and Human Services,School Health Services,F,53424.25,242.18,,15
HHS,Department of Health and Human Services,School Health Services,F,83882,241.99,,24
HHS,Department of Health and Human Services,School Health Services,F,48767.54,241.18,,15
HHS,Department of Health and Human Services,School Health Services,F,48767.9,233.59,,15
HHS,Department of Health and Human Services,School Health Services,F,106250,229.87,,24
HHS,Department of Health and Human Services,School Health Services,F,49870.91,218.7,,15
HHS,Department of Health and Human Services,School Health Services,F,53424.25,214.9,,15
HHS,Department of Health and Human Services,School Health Services,F,84782.63,214.01,,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,103110.69,212.36,,24
HHS,Department of Health and Human Services,School Health Services,F,39941.88,211.95,,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,29183.64,210.5,,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106250,202.96,,24
HHS,Department of Health and Human Services,School Health Services,F,93000.25,201.21,,24
HHS,Department of Health and Human Services,School Health Services,F,37275.88,199.7,,15
HHS,Department of Health and Human Services,School Health Services,F,48767.9,199.19,,15
HHS,Department of Health and Human Services,School Health Services,F,47425.4,195.45,,15
HHS,Department of Health and Human Services,School Health Services,F,47425.46,195.45,,15
HHS,Department of Health and Human Services,School Health Services,F,59238.01,178.23,,15
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,83609.59,174.78,,21
HHS,Department of Health and Human Services,Child Welfare Services,F,80086,170.71,,18
HHS,Department of Health and Human Services,Public Health Services Division,F,77849.09,167.82,,23
HHS,Department of Health and Human Services,School Health Services,F,48768.74,166.36,,15
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,111407,163.9,1029.12,25
HHS,Department of Health and Human Services,School Health Services,F,60903.5,155.14,1577.61,15
HHS,Department of Health and Human Services,School Health Services,F,37275.88,153.62,,15
HHS,Department of Health and Human Services,School Health Services,F,82187.83,148.19,,24
HHS,Department of Health and Human Services,School Health Services,F,45821.71,146.53,,15
HHS,Department of Health and Human Services,School Health Services,F,42774.32,141.22,,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,59712.84,138.63,,16
HHS,Department of Health and Human Services,School Health Services,F,47425.45,136.84,,15
HHS,Department of Health and Human Services,School Health Services,F,57234.79,135.88,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,66763.62,133.52,,18
HHS,Department of Health and Human Services,Public Health Services Division,F,78883.85,132.92,,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,87969,132.63,5318.56,20
HHS,Department of Health and Human Services,Public Health Services Division,F,91979.02,129.09,,24
HHS,Department of Health and Human Services,School Health Services,F,75589,120.84,,24
HHS,Department of Health and Human Services,School Health Services,F,48767.54,120.59,,15
HHS,Department of Health and Human Services,School Health Services,F,48767.56,117.7,,15
HHS,Department of Health and Human Services,Public Health Services Division,M,80086,115.51,,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,53125,114.38,,24
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,78934.77,113.85,,21
HHS,Department of Health and Human Services,School Health Services,F,45821.7,113.31,,15
HHS,Department of Health and Human Services,Public Health Services Division,F,72930,111.6,4407.47,16
HHS,Department of Health and Human Services,School Health Services,F,42774.31,105.78,,15
HHS,Department of Health and Human Services,Public Health Services Division,F,72930,105.19,,16
HHS,Department of Health and Human Services,School Health Services,F,60903.5,104.93,2800.46,15
HHS,Department of Health and Human Services,School Health Services,F,42774.67,101.19,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,62190.31,98.01,,18
HHS,Department of Health and Human Services,School Health Services,M,63425,97.05,3835.52,13
HHS,Department of Health and Human Services,School Health Services,F,47425.44,94.92,,15
HHS,Department of Health and Human Services,School Health Services,M,41338.03,94.01,,15
HHS,Department of Health and Human Services,School Health Services,F,51617.62,93.2,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,66188.25,92.24,,18
HHS,Department of Health and Human Services,School Health Services,F,72802.77,90.01,,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,65798.16,89.23,,18
HHS,Department of Health and Human Services,School Health Services,F,57234.79,88.7,,15
HHS,Department of Health and Human Services,School Health Services,F,39930.44,87.45,,15
HHS,Department of Health and Human Services,School Health Services,F,48767.56,83.04,,15
HHS,Department of Health and Human Services,School Health Services,F,57234.79,81.18,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,72930,78.9,,16
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,70935.41,76.74,,23
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,60810,76.4,3665.65,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,106250,75.5,,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,96260.92,67.55,,24
HHS,Department of Health and Human Services,School Health Services,F,51616.47,63.84,,15
HHS,Department of Health and Human Services,School Health Services,F,53424.25,62.1,,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,88366.14,60.67,,24
HHS,Department of Health and Human Services,School Health Services,F,83881.63,60.5,,24
HHS,Department of Health and Human Services,Child Welfare Services,F,80086,60.37,4842.24,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,82282.57,59.34,,20
HHS,Department of Health and Human Services,Public Health Services Division,F,75589.08,54.52,,24
HHS,Department of Health and Human Services,Child Welfare Services,F,87398.84,52.7,,21
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,76809.92,52.08,,20
HHS,Department of Health and Human Services,School Health Services,F,60903.5,51.71,1656.37,15
HHS,Department of Health and Human Services,School Health Services,F,60903.5,51.71,1062.38,15
HHS,Department of Health and Human Services,School Health Services,F,49085.32,50.58,,15
HHS,Department of Health and Human Services,School Health Services,F,41317.8,47.78,,15
HHS,Department of Health and Human Services,School Health Services,F,57230.66,47.18,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,68862.47,46.69,,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,47568.75,46.42,1825.93,13
HHS,Department of Health and Human Services,Child Welfare Services,F,65630.46,45.74,,18
HHS,Department of Health and Human Services,School Health Services,F,55295.33,45.58,,15
HHS,Department of Health and Human Services,School Health Services,F,52366.97,43.17,,15
HHS,Department of Health and Human Services,School Health Services,F,51617.62,42.55,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71530.52,41.27,,20
HHS,Department of Health and Human Services,School Health Services,F,60903.5,39.94,3146.88,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,57038,39.16,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,59034.33,39.16,,20
HHS,Department of Health and Human Services,Child Welfare Services,F,52550.07,34.51,,18
HHS,Department of Health and Human Services,School Health Services,F,41327.59,32.43,,15
HHS,Department of Health and Human Services,School Health Services,M,38580.54,31.8,,15
HHS,Department of Health and Human Services,School Health Services,F,60903.5,25.86,1508.33,15
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,60903.5,25.86,1648.9,15
HHS,Department of Health and Human Services,School Health Services,F,60903.5,25.86,1769.79,15
HHS,Department of Health and Human Services,School Health Services,F,55294.19,22.79,,15
HHS,Department of Health and Human Services,School Health Services,F,51617.62,21.28,,15
HHS,Department of Health and Human Services,Public Health Services Division,F,58287.59,21.02,,14
HHS,Department of Health and Human Services,School Health Services,F,49871.28,20.56,,15
HHS,Department of Health and Human Services,School Health Services,F,49085.39,20.23,,15
HHS,Department of Health and Human Services,School Health Services,F,47425.46,19.55,,15
HHS,Department of Health and Human Services,School Health Services,F,44271.7,18.25,,15
HHS,Department of Health and Human Services,School Health Services,F,39930.45,16.46,,15
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,53125,15.23,,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,34822,13.63,,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,61101.29,11.02,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,67211.42,8,,22
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,67288.88,7.64,,18
HHS,Department of Health and Human Services,Public Health Services Division,F,60846.14,2.58,,13
HHS,Department of Health and Human Services,Child Welfare Services,F,61389.78,1,,13
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,22202,,,5
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,22202,,,5
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,25849.48,,,13
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,26390,,,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,26754.51,,,13
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,27864.81,,,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,27864.81,,,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,28500,,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,28850.58,,,12
HHS,Department of Health and Human Services,Child Welfare Services,F,29213,,,13
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,29517.16,,,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,29517.53,,,20
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,29848.78,,,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,30277.5,,,12
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,31712.5,,,13
HHS,Department of Health and Human Services,School Health Services,F,33068.85,,,15
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,33381.81,,,18
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,33920.82,,,23
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,35424.13,,,15
HHS,Department of Health and Human Services,Child Welfare Services,F,36336.83,,,23
HHS,Department of Health and Human Services,School Health Services,F,36663.96,,,15
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,36779.75,,,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,36819.42,,,18
HHS,Department of Health and Human Services,School Health Services,M,37275.88,,,15
HHS,Department of Health and Human Services,School Health Services,F,37275.88,,,15
HHS,Department of Health and Human Services,School Health Services,M,37275.88,,,15
HHS,Department of Health and Human Services,School Health Services,F,37275.88,,,15
HHS,Department of Health and Human Services,School Health Services,M,37275.88,,,15
HHS,Department of Health and Human Services,School Health Services,F,37275.88,,,15
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,37607.89,,,23
HHS,Department of Health and Human Services,Child Welfare Services,F,37993.88,,,23
HHS,Department of Health and Human Services,School Health Services,F,38579.98,,,15
HHS,Department of Health and Human Services,School Health Services,F,38580.15,,,15
HHS,Department of Health and Human Services,School Health Services,F,38580.36,,,15
HHS,Department of Health and Human Services,School Health Services,F,38580.54,,,15
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,38591.19,,,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,39749.12,,,20
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,39930.03,,,15
HHS,Department of Health and Human Services,School Health Services,F,39930.44,,,15
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,39930.45,,,15
HHS,Department of Health and Human Services,School Health Services,F,39941.88,,,15
HHS,Department of Health and Human Services,School Health Services,F,39941.88,,,15
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,40043,,2421.12,18
HHS,Department of Health and Human Services,School Health Services,M,41327.48,,,15
HHS,Department of Health and Human Services,School Health Services,F,41327.55,,,15
HHS,Department of Health and Human Services,School Health Services,F,41327.58,,,15
HHS,Department of Health and Human Services,School Health Services,F,41327.59,,,15
HHS,Department of Health and Human Services,School Health Services,F,41338.04,,,15
HHS,Department of Health and Human Services,Office of Community Affairs Division,M,42500,,,13
HHS,Department of Health and Human Services,School Health Services,F,42746.5,,,15
HHS,Department of Health and Human Services,School Health Services,F,42773.99,,,15
HHS,Department of Health and Human Services,School Health Services,F,42774.58,,,15
HHS,Department of Health and Human Services,School Health Services,F,42774.58,,,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,43000,,,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,43408.75,,,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,43984.5,,,20
HHS,Department of Health and Human Services,School Health Services,F,44271.41,,,15
HHS,Department of Health and Human Services,School Health Services,F,44271.46,,,15
HHS,Department of Health and Human Services,School Health Services,F,44271.71,,,15
HHS,Department of Health and Human Services,School Health Services,F,44271.72,,,15
HHS,Department of Health and Human Services,School Health Services,F,44272.14,,,15
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,44404,,1322.88,5
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,45052.86,,,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,45435.15,,,13
HHS,Department of Health and Human Services,School Health Services,F,45593.24,,,15
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,45634.31,,,13
HHS,Department of Health and Human Services,Public Health Services Division,F,45647.87,,,13
HHS,Department of Health and Human Services,School Health Services,F,45821.18,,,15
HHS,Department of Health and Human Services,School Health Services,F,45821.25,,,15
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,45821.71,,,15
HHS,Department of Health and Human Services,Director's Office Division,F,46105.5,,1461.07,21
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,46436,,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,46436,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,46436,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,46436.25,,,17
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,47231.51,,,13
HHS,Department of Health and Human Services,School Health Services,F,47425.51,,,15
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,47502,,,14
HHS,Department of Health and Human Services,Child Welfare Services,F,47724.76,,,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,47963.6,,,24
HHS,Department of Health and Human Services,School Health Services,F,48112.78,,,16
HHS,Department of Health and Human Services,Child Welfare Services,F,48261.39,,,13
HHS,Department of Health and Human Services,Public Health Services Division,F,48261.4,,,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,48261.4,,,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,48261.4,,,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,48324.15,,,16
